gn_0,hn_0,av_0,gn_1,hn_1,av_1,gn_2,hn_2,av_2,gn_3,hn_3,av_3,gn_4,hn_4,av_4,gn_5,hn_5,av_5,gn_6,hn_6,av_6,gn_7,hn_7,av_7,gn_8,hn_8,av_8,gn_9,hn_9,av_9,en,loc,sgn,end
Mark Slater,Sandro's Touch,73.564,Erica Booth-Schwadron,Sandro's Touch,73.164,Erica Booth-Schwadron,Sandro's Touch,73.164,Erica Booth-Schwadron,Sandro's Touch,73.164,Erica Booth-Schwadron,Sandro's Touch,73.164,Erica Booth-Schwadron,Sandro's Touch,73.164,Erica Booth-Schwadron,Sandro's Touch,73.164,Erica Booth-Schwadron,Sandro's Touch,73.164,Erica Booth-Schwadron,Sandro's Touch,73.164,Erica Booth-Schwadron,Sandro's Touch,73.164,West Coast Dressage Festival,Galway Downs Equestrian Center,International Arena 1,end
